Keyword,Frequency
잡기,1
잡기 어려워요,1
잡는게,1
잡는게 우선,1
잡는게 우선 입니다,1
잡으,1
잡으 신건,1
잡으 신건 궁금할,1
잡으셔야겠어요,1
잡은,1
잡은 공간,1
잡은 공간 공릉,1
잡은거,1
잡은거 같아요,1
잡채,1
장가,1
장가 너무,1
장가 너무 다른,1
장난 아니고,1
장난 아니고 너무,1
장난 아니었어요,1
장난 아니었어요 애플,1
장난 아니예요,1
장난 아니예요 진짜,1
장난 아닙니다 으로,1
장난 아닙니다 포크,1
장난 완즌,1
장난 완즌 잘알이신,1
장님 너무,1
장님 너무 친절하셔서,1
장님 덕분,1
장님 덕분 매번,1
장님 엄청,1
장님 엄청 유쾌하시고,1
장님 입장,1
장님 입장 충분히,1
장님 있으니,1
장님 있으니 자주,1
장님 친절하게,1
장님 친절하게 직접,1
장님 친절하세요,1
장님 친절하세요 다음,1
장님 친절하시고 원두,1
장님 항상,1
장님 항상 친철,1
장마철,1
장마철 최고,1
장마철 최고 힐링,1
장미,1
장미 축제,1
장미 축제 보고,1
장사 영향,1
장사 영향 주는지,1
장사 의욕,1
장사 의욕 없어,1
장사 하셨으면,1
장사 하셨으면 좋겠어요,1
장사 하시면서,1
장사 하시면서 프라이드,1
장사 합니다,1
장사 해주세요 ㅎㅎ,1
장소 갈게요,1
장소 깨끗하고,1
장소 깨끗하고 편하네요,1
장소 떡하니,1
장소 떡하니 있었어요,1
장소 마다,1
장소 마다 매력,1
장소 발견,1
장소 발견 했어요,1
장소 에서,1
장소 에서 힐링,1
장소 에요 사진,1
장소 에요 창가,1
장소 에요 커피,1
장소 예요,1
장소 예요 매번,1
장소 입니다,1
장소 입니다 직원,1
장소 최고,1
장소 추천,1
장소 추천 합니다,1
장식 너무,1
장식 너무 귀여웠고,1
장식 으로,1
장식 으로 거나,1
장안 에서,1
장안 에서 먹어,1
장안 올드팝,1
장안 올드팝 계속,1
장애 있는,1
장애 있는 우리,1
장애 종류,1
장애 종류 고르는,1
장점 다르죠,1
장점 다르죠 시프스,1
장점 무채색,1
장점 무채색 하늘색,1
장점 이기도,1
장점 이기도 주중,1
장점 이에요,1
장점 있고,1
장점 있고 다양한,1
장점 휴양지,1
장점 휴양지 분위기,1
장해,1
장해 두었는데,1
장해 두었는데 커피,1
재고,1
재고 관리,1
재고 관리 고객,1
재료 듬뿍,1
재료 듬뿍 들어가고,1
재료 만드는,1
재료 만드는 담백한,1
재료 만드셔서,1
재료 만드셔서 믿음,1
재료 만드시는,1
재료 만드시는 디저트,1
재료 만든,1
재료 만든 쿠키,1
재료 만들어진,1
재료 만들어진 느낌,1
재료 많구,1
재료 많구 정말,1
재료 많아서,1
재료 많아서 둘이서,1
재료 많이,1
재료 많이 들어있는,1
재료 맛있게,1
재료 맛있게 만든,1
재료 맛있는,1
재료 맛있는 음식,1
재료 부드럽게,1
재료 부드럽게 만들어서,1
재료 부터,1
재료 부터 좋은,1
재료 사용,1
재료 사용 해요,1
재료 쓰시는거에,1
재료 쓰시는거에 비해,1
재료 쓴다는,1
재료 쓴다는 느낌,1
재료 아끼고 만든,1
재료 아끼고 만들어서,1
재료 아낌,1
재료 아낌 없이,1
재료 아낌없이,1
재료 아낌없이 팍팍,1
재료 아보,1
재료 아보 이고,1
재료 올리브,1
재료 올리브 치즈,1
재료 왕창,1
재료 왕창 넣은,1
재료 있고,1
재료 있고 가격,1
재료 좋아서 빵맛,1
재료 좋아서 좋은,1
재료 좋아용,1
재료 좋은,1
재료 좋은 퀄리티,1
재료 좋은걸,1
재료 좋은걸 쓰시는건,1
재료 진하고,1
재료 진하고 맛있다,1
재료 친절한,1
재료 친절한 베이커리,1
재료 하면,1
재료 하면 비싸지,1
재료 혜자,1
재료 혜자 넣으시는듯,1
재미 맛있는,1
재미 맛있는 디져트,1
재미 비오는,1
재미 비오는 운치있어요,1
재미 쏠쏠했어요,1
재미 쏠쏠했어요 알록달록한,1
재미 있고 부드럽고,1
재미 있고 예술,1
재미 있고 음료,1
재미 있는,1
재미 있는 같아요,1
재미 있어서,1
재미 있어서 좋아요,1
재미 있어요 좋았어요,1
재미 있어요 초코,1
재미 있어요 쿠키,1
재미 있어요 화과자,1
재미 있었네요 ㅎㅎ,1
재미 있었네요 개인,1
재미 있음,1
재미 있음 다른거,1
재미 좋구요,1
재미 좋네요,1
재미 좋네요 사과,1
재미 주말,1
재미 주말 브런치,1
재미나,1
재미나 여서,1
재미나 여서 들어왔어요,1
재미있고 귀여운,1
재미있고 귀여운 이었어요,1
재미있고 예쁘게,1
재미있고 예쁘게 깎아주신,1
재미있어,1
재미있어 화제,1
재미있어 화제 됐던,1
재밌게 놀다,1
재밌게 놀다 가용,1
재밌게 놀았어여,1
재밌고 디저트,1
재밌고 디저트 먹는것,1
재밌고 맛있게,1
재밌고 맛있게 있다가,1
재밌고 사장,1
재밌고 사장 친절하세요,1
재밌어서,1
재밌어서 기분,1
재밌어서 기분 좋아욤,1
재밌어오,1
재밌어오 ㅜㅠㅠ,1
재밌어오 ㅜㅠㅠ 커피,1
재밌어용,1
재밌었네요,1
재밌었네요 음료,1
재밌었네요 음료 디저트,1
재밌으셔서,1
재밌으셔서 다음,1
재밌으셔서 다음 올께요,1
재밌으시구,1
재밌으시구 사진,1
재밌으시구 사진 맘껏,1
재방,1
재방 하겠습니다,1
재작년,1
재작년 까진,1
재작년 까진 한참,1
재즈 리듬,1
재즈 리듬 블루스,1
재즈 뮤지션,1
재즈 뮤지션 모습,1
재즈 분위기,1
재즈 분위기 up,1
재즈 음악 나오는,1
재즈 음악 좋아요,1
재즈 음악 하고,1
재즈 좋아하시나,1
재즈 좋아하시나 봐요,1
재즈 흘러나옵니다,1
재즈 흘러나옵니다 가고,1
재질,1
재질 카페라떼,1
재질 카페라떼 홀짝,1
재택,1
재택 였는데,1
재택 였는데 날씨,1
재학생,1
재학생 10,1
재학생 10 프로,1
재해,1
재해 신선해요,1
재해 신선해요 케이크,1
재활,1
재활 용도,1
재활 용도 높아서,1
쟁겨놓 갈께요,1
쟁겨놓 갈께요 ㅎㅎ,1
쟁겨놓 먹는,1
쟁기,1
쟁반,1
쟁반 이쁘고,1
쟁반 이쁘고 사장,1
쟁여두 싶어요,1
쟁여두 커피,1
쟁여두 커피 직접,1
쟈철앞,1
쟈철앞 3초,1
쟈철앞 3초 컷이라,1
저가,1
저가 커피집,1
저가 커피집 보단,1
저격 당함,1
저격 당함 시끄럽지,1
저격 여기,1
저격 여기 메론,1
저격 였어요,1
저격 였어요 방문,1
저격 이네,1
저격 이네 ㅎㅎ,1
저격 이다,1
저격 이다 오픈,1
저격 이라,1
저격 이라 들어가고싶게,1
저격 카페 발견,1
저격 카페 아침,1
저녁 6시,1
저녁 6시 정도에,1
저녁 가니,1
저녁 가니 거의,1
저녁 늦게 먹는,1
저녁 늦게 하러,1
저녁 대신,1
저녁 대신 먹었어요,1
저녁 되니까,1
저녁 되니까 분위기,1
저녁 되면,1
저녁 되면 디저트,1
저녁 디카,1
저녁 디카 페인,1
저녁 맥주 한잔,1
저녁 먹을,1
저녁 먹을 들어갔어요,1
저녁 방문 해서,1
저녁 방문 했더니,1
저녁 보낼,1
저녁 보낼 있겠어요,1
저녁 산책,1
저녁 산책 즐거웠습니다,1
저녁 시간 방문,1
저녁 시간 분위기,1
저녁 시간 에는,1
저녁 야외,1
저녁 야외 테이블,1
저녁 약속,1
저녁 약속 있어,1
저녁 어니었어,1
저녁 어니었어 혼자,1
저녁 에가,1
저녁 에가 벌써,1
저녁 에도,1
저녁 에도 스프,1
저녁 오기,1
저녁 오기 부담,1
저녁 오면 분위기,1
저녁 오면 우기,1
저녁 와도,1
저녁 와도 부담,1
저녁 운동,1
저녁 운동 다니며,1
저녁 으로,1
저녁 으로 때움,1
저녁 이라,1
저녁 이라 에그타르트,1
저녁 입니당,1
저녁 좋은,1
저녁 좋은 시간,1
저녁 케이크,1
저녁 케이크 먹고싶어서,1
저녁 퇴근,1
저녁 퇴근 하면,1
저녁 포장,1
저녁 포장 갔습니다,1
저렇게 는걸,1
저렇게 는걸 알았음,1
저렇게 해놓으,1
저렇게 해놓으 신게,1
저렇데,1
저렇데 나와서,1
저렇데 나와서 살짝,1
저렴 한편,1
저렴 한편 이고,1
저렴 해서,1
저렴 해서 좋고,1
저렴하게 느껴져요,1
저렴하게 느껴져요 원래,1
저렴하게 드실,1
저렴하게 드실 있어요,1
저렴하게 우리,1
저렴하게 우리 에서,1
저렴하고 너무,1
저렴하고 너무 좋으네요,1
저렴하고 다양한,1
저렴하고 다양한 메뉴,1
저렴하고 이용,1
저렴하고 이용 해보세요,1
저렴하고 좋고,1
저렴하고 좋고 특히,1
저렴하고 진짜,1
저렴하고 진짜 ㅎㅎ,1
저렴하고 최고,1
저렴하고 최고 재료,1
저렴하고 커피,1
저렴하고 커피 퀄리티,1
저렴하기까지,1
저렴하기까지 하고,1
저렴하기까지 하고 좋고,1
저렴하길래,1
저렴하길래 놀랐어요,1
저렴하길래 놀랐어요 사장,1
저렴하진 않아도,1
저렴하진 않아도 지인,1
저렴하진 않은데,1
저렴하진 않은데 매장,1
저렴한 가격 바닐라,1
저렴한 가격 으로,1
저렴한 가격 친절하셨어용,1
저렴한 아니지만,1
저렴한 아니지만 동네,1
저렴한 인데,1
저렴한 인데 맛있어요,1
저렴한 편이,1
저렴한 편이 좋네요,1
저렴한데 너무,1
저렴한데 너무 맛있어서,1
저렴한데 정말,1
저렴한데 정말 정말,1
저렴해서 여기아니면,1
저렴해서 여기아니면 어디,1
저렴해서 종종,1
저렴해서 종종 가게,1
저렴해서 좋아요,1
저렴해서 좋은,1
저렴해서 좋은 같아요,1
저렴해진다면,1
저렴해진다면 방문,1
저렴해진다면 방문 빈도,1
저리,1
저리 가라,1
저리 가라 에요,1
저만 싶은,1
저만 싶은 숨겨진,1
저만 싶지만,1
저만 싶지만 폴로,1
저만 알고싶은,1
저만 알고싶은 동네,1
저만 있어서,1
저만 있어서 편하게,1
저번 남자친구,1
저번 남자친구 우연히,1
저번 디저트,1
저번 디저트 맛있었는데,1
저번 마늘,1
저번 마늘 크림,1
저번 먹어,1
저번 먹어 보고,1
저번 비오는,1
저번 비오는 방문,1
저번 엄니,1
저번 엄니 갔을,1
저번 에는,1
저번 에는 청귤,1
저번 왔을,1
저번 왔을 아이스크림,1
저번 이랑,1
저번 이랑 달라졌나,1
저번 이어,1
저번 이어 오늘,1
저번 조각,1
저번 조각 으로,1
저장 두고,1
저장 두고 일찍,1
저장 자주,1
저장 자주 같은,1
저장 해놨던,1
저장 해놨던 드디어,1
저저,1
저저 라떼,1
저저 라떼 땡겨여,1
저절로,1
저절로 좋아지는,1
저절로 좋아지는 입니다,1
저희 가족 모두,1
저희 가족 실망,1
저희 가족 여기,1
저희 강아지 겁쟁이,1
저희 강아지 너무,1
저희 고난,1
저희 고난 바로,1
저희 동네,1
저희 동네 에도,1
저희 아이스크림,1
저희 아이스크림 크로,1
저희 어머님,1
저희 어머님 평소,1
저희 엄마 미라쥬,1
저희 엄마 아주,1
저희 엄마 하고,1
저희 에서,1
저희 에서 1시간,1
저희 입맛,1
저희 입맛 맞아요,1
저희 주문 나와서,1
저희 주문 보다,1
저희 취향,1
저희 취향 아닌걸루,1
적게 느껴지는,1
적게 느껴지는 어쩔,1
적게 하고,1
적게 하고 많이,1
적게 하시고,1
적게 하시고 많이,1
적고,1
적고 슬러시,1
적고 슬러시 같아서,1
적당,1
적당 식사,1
적당 식사 디저트,1
적당하게 달달,1
적당하게 달달 해서,1
적당하게 슈가슈가룬,1
적당하게 슈가슈가룬 하고,1
적당하고 너무,1
적당하고 너무 맛있어요,1
적당하고 디저트,1
적당하고 미있어서,1
적당하고 미있어서 진짜,1
적당하고 의자,1
적당하고 의자 편하고,1
적당하고 진짜,1
적당하고 진짜 맛있음,1
적당하고 학교,1
적당하고 학교 주변,1
적당하니,1
적당하니 좋아요,1
적당한 달기,1
적당한 달기 진한슈페너,1
적당한 달콤함,1
적당한 달콤함 다만,1
적당한 분위기,1
적당한 분위기 좋아요,1
적당한 음량,1
적당한 음량 음악,1
적당해용,1
적당해용 따뜻해서,1
적당해용 따뜻해서 아이스,1
적당했어요,1
적당히 나서,1
적당히 나서 질리,1
적당히 달달,1
적당히 달달 해서,1
적당히 달아서 디저트,1
적당히 달아서 먹자마자,1
적당히 달짝지근해서,1
적당히 달짝지근해서 커피,1
적당히 달콤하면서,1
적당히 달콤하면서 부드럽고,1
적당히 달콤한게,1
적당히 달콤한게 맛잇엇어,1
적당히 들어가,1
적당히 들어가 있어,1
적당히 많고,1
적당히 많고 커피,1
적당히 맛있는,1
적당히 맛있는 푸딩,1
적당히 부드럽고,1
적당히 부드럽고 맛있어요,1
적당히 빠작,1
적당히 빠작 질깃,1
적당히 소란,1
적당히 소란 스럽고,1
적당히 신나서,1
적당히 신나서 혼자,1
적당히 있고,1
적당히 있고 야외,1
적당히 있어서,1
적당히 있어서 이용,1
적당히 재료,1
적당히 재료 좋은,1
적당히 조용한,1
적당히 조용한 분위기,1
적당히 조용해서,1
적당히 조용해서 집중,1
적당히 치즈,1
적당히 치즈 느껴져요,1
적당히 하고,1
적당히 하고 깔끔해서,1
적도,1
적도 처음,1
적도 처음 내고,1
적립 1만원,1
적립 1만원 결제,1
적립 3분,1
적립 3분 간격,1
적립 까지,1
적립 까지 해주셔서,1
적립 무관,1
적립 스타벅스,1
적립 스타벅스 카드,1
적립 하고,1
적립 하고 일석이조,1
적립 하기,1
적립 하기 시작,1
적셔서,1
적셔서 먹거나,1
적셔서 먹거나 냉동,1
적어 봅니다,1
적어 봅니다 매장,1
적어 주신,1
적어 주신 대로,1
적어도,1
적어도 에게는,1
적어도 에게는 대체,1
적어서 그게,1
적어서 그게 아쉬움,1
적어서 아쉬운데,1
적어서 아쉬운데 워낙,1
적어서 아쉬워요,1
적어서 아쉬워요 공부,1
적어서 카운터,1
적어서 카운터 전달,1
적었어요,1
적은 같기도,1
적은 같기도 하고,1
적은 같아요,1
적은 처음,1
적은 처음 이었어요,1
적음,1
적이구요,1
적이구요 짱짱,1
적이구요 짱짱 매번,1
적이네요 커피,1
적이네요 커피 이렇게,1
적이시네요,1
적이였고,1
적이였고 사장,1
적이였고 사장 친절하시고,1
적자,1
적자 구웠을,1
적자 구웠을 바삭,1
적절합니다,1
적절합니다 크로,1
적절합니다 크로 주력,1
적지 그래도,1
적지 그래도 자리,1
적지 분위기,1
적지 분위기 갑니다,1
적지 않는,1
적지 않는 초코,1
적혀 있어,1
적혀 있어 좋았어요,1
적혀 있었고,1
적혀 있었고 너무,1
적혀있구,1
적혀있구 커피,1
적혀있구 커피 마다,1
적혀있는,1
적혀있는 종이,1
적혀있는 종이 함께,1
적혀있음,1
적혀있음 처음,1
적혀있음 처음 이자,1
전경,1
전경 좋아도,1
전경 좋아도 분위기,1
전국 어디,1
전국 어디 가도,1
전국 에서도,1
전국 에서도 이라고,1
전국구,1
전국구 최애,1
전국구 최애 카페,1
전기,1
전기 충격,1
전기 충격 느껴짐,1
전날 디저트,1
전날 디저트 할인,1
전날 이라,1
전날 이라 케익,1
전날 인데,1
전날 인데 송편,1
전달,1
전달 하면,1
전달 하면 틀어주십니다,1
전망,1
전망 좋은,1
전망 좋은 찾아왔는데,1
전문 마들렌,1
전문 마들렌 낭시,1
전문 으로,1
전문 으로 하시는게,1
전문 이라,1
전문 이라 좋아요,1
전문가 느낌,1
전문가 느낌 씬나는,1
전문가 만든,1
전문가 만든 케이크,1
전문점 그냥,1
전문점 그냥 발라,1
전문점 너무,1
전문점 너무 맛있어요,1
전문점 으로,1
전문점 으로 왔는데,1
전문점 이고,1
전문점 이고 선물,1
전문점 이라 여성,1
전문점 이라 좋아요,1
전문점 입니다,1
전문점 있어서,1
전문점 있어서 좋네요,1
전문점 추합니당,1
전반 으로 맛있어요,1
전반 으로 성해,1
전반 으로 음료,1
전반 으로 조용하고,1
전반 으로 좋았음,1
전부 너무,1
전부 너무 마싯어요,1
전부 맛있고 소금,1
전부 맛있고 없어요,1
전부 맛있고 햇빛,1
전부 맛있어요,1
전부 맛있어요 사장,1
전부 에드,1
전부 에드 조합,1
전부 평타,1
전부 평타 이상,1
전부 포장,1
전부 포장 해서,1
전부 품절,1
전부 품절 이네,1
전부터,1
전부터 아주,1
전부터 아주 사랑,1
전에 교환,1
전에 교환 하러,1
전에 도착,1
전에 도착 해야,1
전에 커피,1
전에 커피 주문,1
전용,1
전용 화장실,1
전용 화장실 있어서,1
전자렌지,1
전자렌지 돌려주시네요,1
전자렌지 돌려주시네요 저녁,1
전철,1
전철 1012,1
전철 1012 타기,1
전체 분위기,1
전체 분위기 블랙,1
전체 으로 같고,1
전체 으로 깔끔한,1
전체 으로 너무,1
전체 으로 따뜻하고,1
전체 으로 많이,1
전체 으로 맛있지만,1
전체 으로 분위기,1
전체 으로 아이싱,1
전체 으로 않아서,1
전체 으로 청결하고,1
전체 으로 편안한,1
전체 인테리어,1
전체 인테리어 안락한,1
전체 폴딩,1
전체 폴딩 도어,1
전혀 다른,1
전혀 다른 동네,1
전혀 들어가는것이라,1
전혀 들어가는것이라 고급스러운,1
전혀 모를거,1
전혀 모를거 최소한,1
전화 대형견,1
전화 대형견 가능하냐,1
전화 상황,1
전화 상황 말씀드리니,1
전화기,1
전화기 보온병,1
전화기 보온병 많으네요,1
전환 되게,1
전환 되게 작업,1
전환 되고,1
전환 되고 혼자,1
전환 됩니다,1
전환 하고,1
전환 하고 갈게요,1
절대 강추,1
절대 강추 ㅎㅎ,1
절대 뒤지지,1
절대 뒤지지 않아요,1
절대 싸구려,1
절대 싸구려 생크림,1
절로 살아나요,1
절로 좋아졌어요,1
절로 좋아졌어요 ㅎㅎ,1
절망,1
절망 스럽다,1
절망 스럽다 ㅠㅡㅠ,1
절반,1
절반 로스팅,1
절반 로스팅 던데,1
젊은 사람 있어,1
젊은 사장,1
젊은 사장 친절하시고,1
젊컾,1
젊컾 mz,1
젊컾 mz 세대,1
점도 좋네요,1
점도 좋습니다 마음,1
점심 굽는,1
점심 굽는 소금,1
점심 먹고 가족,1
점심 먹고 간거라,1
점심 먹고 디저트,1
점심 먹고 마들렌,1
점심 먹고 방문,1
점심 먹고 스타벅스,1
점심 먹고 종종,1
점심 먹고 쿠폰,1
점심 먹을거라,1
점심 먹을거라 ㅠㅠ,1
점심 시간,1
점심 시간 종종,1
점심 으로 구입,1
점심 으로 먹을,1
점심 으로 샌드위치,1
점심 혼자,1
점심 혼자 만의,1
점심때,1
점심때 늦게오면,1
점심때 늦게오면 자리,1
점심시간 넓은,1
점심시간 넓은 카페,1
점심시간 종종,1
점심시간 종종 가는,1
점심시간 지나,1
점심시간 지나 고서,1
점원 분들,1
점원 분들 친절하,1
점원 친절하,1
점원 친절함,1
점점,1
점점 멀어져서,1
점점 멀어져서 너무,1
접근,1
접근 좋고,1
접근 좋고 산책,1
접근성 떨어지는,1
접근성 떨어지는 위치,1
접근성 좋고 어디가,1
접근성 좋고 커피,1
접근성 좋고 크로,1
접근성 좋아욤,1
접근성 좋음,1
접근성 좋음 와플,1
접시 데코,1
접시 데코 까지,1
접시 뭔가,1
접시 뭔가 여심,1
정감 느껴지는,1
정감 느껴지는 금성,1
정감 있고,1
정감 있고 따뜻한,1
정겨운,1
정겨운 카페,1
정겨운 카페 동네,1
정겹다,1
정겹다 시트,1
정겹다 시트 마찬가지,1
정글,1
정글 올립죠,1
정글 올립죠 ㅎㅎ,1
정답,1
정도 가까이,1
정도 가까이 이사,1
정도 같네요,1
정도 같네요 고객,1
정도 고소하니,1
정도 고소하니 좋았습니다,1
정도 근데,1
정도 근데 이런,1
정도 납니다,1
정도 납니다 ㅠㅠ,1
정도 너무 맛있네요,1
정도 단단한,1
정도 단단한 느낌,1
정도 따끈따끈한,1
정도 따끈따끈한 신상,1
정도 맛있고,1
정도 맛있고 분위기,1
정도 맛있습니다 방문,1
정도 맛있습니다 케이크,1
정도 맛있어서,1
정도 맛있어서 깜놀,1
정도 맛있어요,1
정도 맛있어요 남자,1
정도 먹으니,1
정도 먹으니 너무,1
정도 멋있고,1
정도 멋있고 아름다우셨어요,1
정도 바삭,1
정도 바삭 하고,1
정도 방문 했는데,1
정도 방문 했어요,1
정도 방문 했었는데,1
정도 상태,1
정도 상태 양해,1
정도 생각,1
정도 생각 하신다면,1
정도 아니고요,1
정도 아니고요 다만,1
정도 에요 진짜,1
정도 였어요,1
정도 였어요 오래오래,1
정도 이정,1
정도 이정 받는구나,1
정도 인기,1
정도 인기 메뉴인,1
정도 인데,1
정도 인데 진심,1
정도 입니다,1
정도 입니다 기분,1
정도 자주,1
정도 자주 갔어요,1
정도 재료,1
정도 재료 혜자,1
정도 정말,1
정도 정말 맛있어요,1
정도 좋아하는,1
정도 좋아하는 카페,1
정도 좋은,1
정도 좋은 시간,1
정도 지만,1
정도 지만 있습니다,1
정도 초코,1
정도 초코 이고,1
정도 친절함인,1
정도 친절함인 같아요,1
정도 커피 맛있었고,1
정도 커피 진심,1
정도 토핑,1
정도 토핑 고를,1
정도 포함,1
정도 포함 되었다는,1
정도 필링,1
정도 필링 였습니다,1
정도 할인,1
정도 할인 해줘요,1
정도에,1
정도에 오니,1
정도에 오니 소금,1
정리 돼있길래,1
정리 돼있길래 먹어,1
정리 안되는,1
정리 안되는 느낌,1
정리 하고 닦으,1
정리 하고 사색,1
정리 하기,1
정리 하기 좋아요,1
정리 하면서,1
정리 하면서 마음,1
정말 가게,1
정말 가게 분위기,1
정말 가격,1
정말 가격 맞는,1
정말 감사합니다,1
정말 감사합니다 올게요,1
정말 건강한,1
정말 건강한 입니다,1
정말 겨진,1
정말 겨진 맛집,1
정말 계속,1
정말 계속 생각나는,1
정말 고소하니,1
정말 고소하니 진하고,1
정말 과일 만의,1
정말 과일 신선하고,1
정말 과자,1
정말 과자 하나같이,1
정말 깔끔하고,1
정말 깔끔하고 고소해요,1
정말 나오는,1
정말 나오는 상냥함,1
정말 너무 맛있는,1
정말 너무 맛있었어요,1
정말 너무 자주,1
정말 너무 친절하시고,1
정말 다양하고,1
정말 다양하고 맛있어요,1
정말 다정하시구,1
정말 다정하시구 소금,1
정말 된다고,1
정말 된다고 생각,1
정말 들어서,1
정말 들어서 채광,1
정말 들었어요,1
정말 들었어요 아메리카노,1
정말 딸기,1
정말 딸기 너무,1
정말 럭키,1
정말 럭키 커피,1
정말 많은데요,1
정말 많은데요 커피,1
정말 많이 들어가,1
정말 많이 들어있어서,1
정말 많지만,1
정말 많지만 여기,1
정말 맛있 니당,1
정말 맛있 대요,1
정말 맛있고 가까운,1
정말 맛있고 다양한,1
정말 맛있고 바나나,1
정말 맛있고 사장,1
정말 맛있고 선물,1
정말 맛있고 좋았어요,1
정말 맛있고 친절하셔서,1
정말 맛있고 커요,1
정말 맛있고 커피,1
정말 맛있고 특이한,1
정말 맛있고 특히,1
정말 맛있고 햇살,1
정말 맛있네요 그리고,1
정말 맛있네요 너무,1
정말 맛있네요 다른,1
정말 맛있네요 다음,1
정말 맛있네요 커피,1
정말 맛있네요 크로,1
정말 맛있네용,1
정말 맛있는 날씨,1
정말 맛있는 리뷰,1
정말 맛있는 바닐라,1
정말 맛있는 순수,1
정말 맛있는 요거트,1
정말 맛있는 이에요,1
정말 맛있는 카페,1
정말 맛있는거,1
정말 맛있는거 먹을,1
정말 맛있다고,1
정말 맛있다고 하네요,1
정말 맛있더라,1
정말 맛있더라 무엇,1
정말 맛있러,1
정말 맛있러 가격,1
정말 맛있습니다 달콤,1
정말 맛있습니다 사는,1
정말 맛있습니다 쿠키,1
정말 맛있습니다 타르트,1
정말 맛있어,1
정말 맛있어 요강,1
정말 맛있어서 깜짝,1
정말 맛있어서 지나갈,1
정말 맛있어서 쿠키,1
정말 맛있어요 그리고,1
정말 맛있어요 기적,1
정말 맛있어요 낭시,1
정말 맛있어요 다음,1
정말 맛있어요 대화,1
정말 맛있어요 두툼,1
정말 맛있어요 드셔,1
정말 맛있어요 디저트,1
정말 맛있어요 마일,1
정말 맛있어요 말차,1
정말 맛있어요 바나나,1
정말 맛있어요 블루,1
정말 맛있어요 사장,1
정말 맛있어요 수수,1
정말 맛있어요 쉽게,1
정말 맛있어요 쓰지,1
정말 맛있어요 와는,1
정말 맛있어요 와서,1
정말 맛있어요 원두,1
정말 맛있어요 인테리어,1
정말 맛있어요 자리,1
정말 맛있어요 자주,1
정말 맛있어요 추천,1
정말 맛있어요 케이크,1
정말 맛있어요 토핑,1
정말 맛있어용,1
정말 맛있었고,1
정말 맛있었고 아늑하니,1
정말 맛있었는데,1
정말 맛있었는데 초코,1
정말 맛있었어서,1
정말 맛있었어서 어디서,1
정말 맛있었어요 다양한,1
정말 맛있었어요 따로,1
정말 맛있었어요 순식간,1
정말 맛있었어요 추천,1
정말 맛있음,1
정말 맛집,1
정말 맛집 입니다,1
정말 매일,1
정말 매일 마셨을텐데요,1
정말 먹기,1
정말 먹기 아까웠어요,1
정말 몇번,1
정말 몇번 방문,1
정말 물어봄,1
정말 물어봄 블루,1
정말 바삭,1
정말 바삭 하고,1
정말 부드럽고,1
정말 부드럽고 아아,1
정말 사랑,1
정말 사랑 합니다,1
정말 사장,1
정말 사장 너무,1
정말 상냥하고,1
정말 상냥하고 친절하세요,1
정말 실망,1
정말 실망 입니다,1
정말 아메리카노,1
정말 아메리카노 모금,1
정말 아무리,1
정말 아무리 유명한,1
정말 앙해요,1
정말 앙해요 너무,1
정말 어려운데,1
정말 어려운데 그것,1
정말 어지러울,1
정말 어지러울 정도,1
정말 여유롭게,1
정말 여유롭게 즐기다,1
정말 예쁘고,1
정말 예쁘고 엄청,1
정말 예요,1
정말 오누이,1
정말 오누이 휴일,1
정말 오레오,1
정말 오레오 여기있네,1
정말 완벽한,1
정말 완벽한 카페,1
정말 원두,1
정말 원두 독특하고,1
정말 이쁜,1
정말 이쁜 느낌,1
정말 인생,1
정말 인생 카페,1
정말 자주,1
정말 자주 갈것,1
정말 저렴하게,1
정말 저렴하게 느껴져요,1
정말 전부,1
정말 전부 맛있어요,1
정말 정말 아메리카노,1
정말 정말 친절하세요,1
정말 정말 친절하시고,1
정말 정말 친절하신,1
정말 제일,1
정말 제일 맛있다고,1
정말 조금,1
정말 조금 들어있어요,1
정말 좋네요,1
정말 좋네요 접시,1
정말 좋습니다,1
정말 좋아서,1
정말 좋아서 기분,1
정말 좋아요 ㅎㅎ,1
정말 좋아요 그래서,1
정말 좋아요 동네,1
정말 좋아요 라떼,1
정말 좋아요 밀크,1
정말 좋아요 부드럽고,1
정말 좋아요 사장,1
정말 좋아요 완전,1
정말 좋아요 요거트,1
정말 좋아하는 바랭,1
정말 좋아하는 빵집,1
정말 좋아하는 카페,1
정말 좋아하는데,1
정말 좋아하는데 크림,1
정말 좋아해요,1
정말 좋아해요 사와서,1
정말 좋은 시간,1
정말 좋은 카페,1
정말 죽여줘요,1
정말 죽여줘요 바싹,1
정말 진하고 맛있고,1
정말 진하고 맛있어요,1
정말 쫀득하,1
정말 쫀득하 맛있고요,1
정말 최고 라테,1
정말 최고 예요,1
정말 최고 일거,1
정말 최악,1
정말 최악 최악,1
정말 최애,1
정말 최애 입니다,1
정말 추합니다,1
정말 추합니다 데려오는,1
정말 친절하고,1
정말 친절하고 귀여워서,1
정말 친절하세요 그리고,1
정말 친절하세요 놀러,1
정말 친절하세요 바닐라,1
정말 친절하세요 카페,1
정말 친절하셔서,1
정말 친절하셔서 자주,1
정말 친절하셨,1
정말 친절하셨 다음,1
정말 친절하시고 음식,1
정말 친절하시고 좋아요,1
정말 친절하시고 직원,1
정말 친절하시고 커피,1
정말 친절하시고 케이크,1
정말 친절하신,1
정말 친절하신 카페,1
정말 친절하십니다,1
정말 친절하십니다 방문,1
